gene_id	gene	product
I6J55_RS20035		NAD(+) synthase
I6J55_RS20040		M3 family metallopeptidase
I6J55_RS20045		DUF805 domain-containing protein
I6J55_RS20050		Fur family transcriptional regulator
I6J55_RS20055		NADH peroxidase
I6J55_RS20060		SagB/ThcOx family dehydrogenase
I6J55_RS20065		thioredoxin family protein
I6J55_RS20070	trxA	thioredoxin
I6J55_RS20075		UDP-2,3-diacylglucosamine diphosphatase
I6J55_RS20080		glycosyltransferase family protein
I6J55_RS20085		type II toxin-antitoxin system HicB family antitoxin
I6J55_RS20090		S46 family peptidase
I6J55_RS20095		S46 family peptidase
I6J55_RS20100		anaerobic sulfatase-maturation protein
I6J55_RS20105		DUF4369 domain-containing protein
I6J55_RS20110		tetratricopeptide repeat protein
I6J55_RS20115		DUF3244 domain-containing protein
I6J55_RS20120		helix-turn-helix domain-containing protein
I6J55_RS20125		NVEALA domain-containing protein
I6J55_RS20130		TolB-like 6-bladed beta-propeller domain-containing protein
I6J55_RS20135		NVEALA domain-containing protein
I6J55_RS20140		BF3164 family lipoprotein
I6J55_RS20145		hypothetical protein
I6J55_RS20150		DUF1573 domain-containing protein
I6J55_RS20155		transglutaminase-like domain-containing protein
I6J55_RS20160		transglutaminase domain-containing protein
I6J55_RS20165		NVEALA domain-containing protein
I6J55_RS20170		DUF4221 family protein
I6J55_RS20175		hypothetical protein
I6J55_RS20180		BF3164 family lipoprotein
I6J55_RS20185		hypothetical protein
I6J55_RS20190		BF3164 family lipoprotein
I6J55_RS20195	lepB	signal peptidase I
I6J55_RS20200		O-antigen ligase family protein
I6J55_RS20205		efflux RND transporter periplasmic adaptor subunit
I6J55_RS20210		efflux RND transporter permease subunit
I6J55_RS20215		TolC family protein
I6J55_RS20220		efflux RND transporter permease subunit
I6J55_RS20225		lysophospholipid acyltransferase family protein
I6J55_RS20230		exonuclease SbcCD subunit D
I6J55_RS20235		AAA family ATPase
I6J55_RS20240		hypothetical protein
I6J55_RS20245		ABC transporter ATP-binding protein
I6J55_RS20250		ABC transporter ATP-binding protein
I6J55_RS20255		metallophosphoesterase
I6J55_RS20260		hypothetical protein
I6J55_RS20265		RNA polymerase sigma factor
I6J55_RS20270		YdeI/OmpD-associated family protein
I6J55_RS20275		hypothetical protein
I6J55_RS20280		fibronectin type III domain-containing protein
I6J55_RS20285		porin family protein
I6J55_RS20290		outer membrane beta-barrel protein
I6J55_RS20295		porin family protein
I6J55_RS20300		vitamin B12 dependent-methionine synthase activation domain-containing protein
I6J55_RS22005		four helix bundle protein
I6J55_RS20310		dihydroorotase
I6J55_RS20315		polyprenol monophosphomannose synthase
I6J55_RS20320	mfd	transcription-repair coupling factor
I6J55_RS20325		YgiQ family radical SAM protein
I6J55_RS20330		DUF456 domain-containing protein
I6J55_RS20335		hypothetical protein
I6J55_RS20340		sulfurtransferase TusA family protein
I6J55_RS20345		hypothetical protein
I6J55_RS20350		hypothetical protein
I6J55_RS20355		golvesin C-terminal-like domain-containing protein
I6J55_RS20360		tyrosine-protein phosphatase
I6J55_RS20365		glucosamine-6-phosphate deaminase
I6J55_RS20370	nagA	N-acetylglucosamine-6-phosphate deacetylase
I6J55_RS20375		amidohydrolase
I6J55_RS20380		1-acyl-sn-glycerol-3-phosphate acyltransferase
I6J55_RS20385		hypothetical protein
I6J55_RS20390		patatin-like phospholipase family protein
I6J55_RS20395		efflux RND transporter periplasmic adaptor subunit
I6J55_RS20400		efflux RND transporter permease subunit
I6J55_RS20405		efflux transporter outer membrane subunit
I6J55_RS20410		RNA polymerase sigma-70 factor
I6J55_RS20415		hypothetical protein
I6J55_RS20420		FecR family protein
I6J55_RS20425		TonB-dependent receptor
I6J55_RS20430		RagB/SusD family nutrient uptake outer membrane protein
I6J55_RS20435		discoidin domain-containing protein
I6J55_RS20440		M60 family metallopeptidase
I6J55_RS20445		diphosphate--fructose-6-phosphate 1-phosphotransferase
I6J55_RS20450		sialidase family protein
I6J55_RS20455		glycoside hydrolase family 25 protein
I6J55_RS20460		TIGR01777 family oxidoreductase
I6J55_RS20465		GNAT family N-acetyltransferase
I6J55_RS20470		zinc ribbon domain-containing protein
I6J55_RS20475		AraC family transcriptional regulator
I6J55_RS20480		SDR family NAD(P)-dependent oxidoreductase
I6J55_RS20485		multidrug effflux MFS transporter
I6J55_RS20490		helix-turn-helix domain-containing protein
I6J55_RS20495		TrkH family potassium uptake protein
I6J55_RS20500		nitrous oxide-stimulated promoter family protein
I6J55_RS20505		DMT family transporter
I6J55_RS20510		hypothetical protein
I6J55_RS20515		condensin complex protein MksE
I6J55_RS20520		ATP-binding protein
I6J55_RS20525		arsenate reductase/protein-tyrosine-phosphatase family protein
I6J55_RS20530	rlmF	23S rRNA (adenine(1618)-N(6))-methyltransferase RlmF
I6J55_RS20535		DUF3276 family protein
I6J55_RS20540		(deoxy)nucleoside triphosphate pyrophosphohydrolase
I6J55_RS20545		DUF2867 domain-containing protein
I6J55_RS22090		alpha/beta hydrolase
I6J55_RS20550		type 1 glutamine amidotransferase family protein
I6J55_RS20555		RNA polymerase sigma-70 factor
I6J55_RS20560		FecR family protein
I6J55_RS20565		TonB-dependent receptor
I6J55_RS20570		RagB/SusD family nutrient uptake outer membrane protein
I6J55_RS20575		glycoside hydrolase family 3 N-terminal domain-containing protein
I6J55_RS20580		uroporphyrinogen decarboxylase family protein
I6J55_RS20585		corrinoid protein
I6J55_RS20590		vitamin B12 dependent-methionine synthase activation domain-containing protein
I6J55_RS20595		methylcobamide--CoM methyltransferase
I6J55_RS20600		glycoside hydrolase family 3 N-terminal domain-containing protein
I6J55_RS20605		right-handed parallel beta-helix repeat-containing protein
I6J55_RS20610		AraC family transcriptional regulator
I6J55_RS20615		VOC family protein
I6J55_RS20620		helix-turn-helix domain-containing protein
I6J55_RS20625		pyridoxamine 5'-phosphate oxidase family protein
I6J55_RS22010		P-loop NTPase fold protein
I6J55_RS20630		DUF262 and DUF1524 domain-containing protein
I6J55_RS20635		
I6J55_RS20640		
I6J55_RS20645	hisH	imidazole glycerol phosphate synthase subunit HisH
I6J55_RS20650	hisA	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase
I6J55_RS20655	hisF	imidazole glycerol phosphate synthase subunit HisF
I6J55_RS20660	hisIE	bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP diphosphatase HisIE
I6J55_RS20665		cell division ATP-binding protein FtsE
I6J55_RS20670		aspartate kinase
I6J55_RS20675	lysA	diaminopimelate decarboxylase
I6J55_RS20680		ferritin
I6J55_RS20685		Rpn family recombination-promoting nuclease/putative transposase
I6J55_RS20690		ATP-binding protein
I6J55_RS20695		hypothetical protein
I6J55_RS20700		hypothetical protein
I6J55_RS20705		Tsr25 family tyrosine-type DNA invertase
I6J55_RS20710		helix-turn-helix domain-containing protein
I6J55_RS20715		DUF3575 domain-containing protein
I6J55_RS20720		OmpA family protein
I6J55_RS20725		Mfa1 family fimbria major subunit
I6J55_RS20730		FimB/Mfa2 family fimbrial subunit
I6J55_RS20735		Mfa1 family fimbria major subunit
I6J55_RS20740		hypothetical protein
I6J55_RS20745		fimbrillin family protein
I6J55_RS20750		BF2992 family fimbrillin-A clan protein
I6J55_RS20755		DUF4906 domain-containing protein
I6J55_RS20760		DUF2721 domain-containing protein
I6J55_RS20765	kbl	glycine C-acetyltransferase
I6J55_RS20770		NAD-dependent epimerase/dehydratase family protein
I6J55_RS20775		DUF4348 domain-containing protein
I6J55_RS20780	murB	UDP-N-acetylmuramate dehydrogenase
I6J55_RS20785		MBL fold metallo-hydrolase
I6J55_RS20790		DUF3352 domain-containing protein
I6J55_RS20795		DUF3127 domain-containing protein
I6J55_RS20800	dnaN	DNA polymerase III subunit beta
I6J55_RS20805		3'-5' exonuclease
I6J55_RS20810	coaBC	bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC
I6J55_RS20815	recN	DNA repair protein RecN
I6J55_RS20820	rlmB	23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB
I6J55_RS20825		tetratricopeptide repeat-containing S1 family peptidase
I6J55_RS20830		RidA family protein
I6J55_RS20835		bifunctional folylpolyglutamate synthase/dihydrofolate synthase
I6J55_RS20840		PhoH family protein
I6J55_RS20845		polysaccharide biosynthesis protein
I6J55_RS20850		fascin domain-containing protein
I6J55_RS20855		hypothetical protein
I6J55_RS20860		hypothetical protein
I6J55_RS20865		PP2C family protein-serine/threonine phosphatase
I6J55_RS20870		STAS domain-containing protein
I6J55_RS20875		ATP-binding protein
I6J55_RS20880		hypothetical protein
I6J55_RS20885		ATP-binding protein
I6J55_RS20890		sensor histidine kinase
I6J55_RS20895		TonB-dependent receptor plug domain-containing protein
I6J55_RS20900		amino acid adenylation domain-containing protein
I6J55_RS20905		hypothetical protein
I6J55_RS20910		DUF3876 domain-containing protein
I6J55_RS20915		LytR/AlgR family response regulator transcription factor
I6J55_RS20920		DUF2589 domain-containing protein
I6J55_RS20925		hypothetical protein
I6J55_RS20930		DUF2589 domain-containing protein
I6J55_RS20935		hypothetical protein
I6J55_RS20940		hypothetical protein
I6J55_RS20945		hypothetical protein
I6J55_RS20950		N-acetylmuramidase family protein
I6J55_RS20955		dihydroorotate dehydrogenase-like protein
I6J55_RS20960		YggS family pyridoxal phosphate-dependent enzyme
I6J55_RS20965		DUF4494 domain-containing protein
I6J55_RS22095		hypothetical protein
I6J55_RS20970		helix-turn-helix domain-containing protein
I6J55_RS20975		type II toxin-antitoxin system RelE/ParE family toxin
I6J55_RS20980		TOTE conflict system archaeo-eukaryotic primase domain-containing protein
I6J55_RS20985		DUF4858 domain-containing protein
I6J55_RS22140		DUF4373 domain-containing protein
I6J55_RS20990		hypothetical protein
I6J55_RS20995		bifunctional metallophosphatase/5'-nucleotidase
I6J55_RS21000		OadG family protein
I6J55_RS21005		biotin/lipoyl-containing protein
I6J55_RS21010		sodium ion-translocating decarboxylase subunit beta
I6J55_RS21015		mannose-1-phosphate guanylyltransferase
I6J55_RS21020		BT0820 family HAD-type phosphatase
I6J55_RS21025		OmpA family protein
I6J55_RS21030	porM	type IX secretion system motor protein PorM/GldM
I6J55_RS21035	porL	type IX secretion system motor protein PorL/GldL
I6J55_RS21040		hypothetical protein
I6J55_RS21045		peptidase associated/transthyretin-like domain-containing protein
I6J55_RS21050		YjbH domain-containing protein
I6J55_RS21055		YjbH domain-containing protein
I6J55_RS21060		WecB/TagA/CpsF family glycosyltransferase
I6J55_RS21065		glycosyltransferase family 4 protein
I6J55_RS00005		polysaccharide pyruvyl transferase family protein
I6J55_RS00005		polysaccharide pyruvyl transferase family protein
I6J55_RS21075		MobC family plasmid mobilization relaxosome protein
I6J55_RS21080		relaxase/mobilization nuclease domain-containing protein
I6J55_RS21085		helix-turn-helix domain-containing protein
I6J55_RS21090		hypothetical protein
I6J55_RS21095		helix-turn-helix domain-containing protein
I6J55_RS21100		MBL fold metallo-hydrolase
I6J55_RS21105		radical SAM mobile pair protein A
I6J55_RS21110		radical SAM mobile pair protein B
I6J55_RS21115		sensor histidine kinase
I6J55_RS21120		recombinase family protein
I6J55_RS21125		virulence RhuM family protein
I6J55_RS21130		hypothetical protein
I6J55_RS21135		ParA family protein
I6J55_RS21140		hypothetical protein
I6J55_RS21145		fimbrillin family protein
I6J55_RS21150		DUF5119 domain-containing protein
I6J55_RS21155		DUF3575 domain-containing protein
I6J55_RS21160		helix-turn-helix domain-containing protein
I6J55_RS21165		ATP-binding protein
I6J55_RS21845		helix-turn-helix domain-containing protein
I6J55_RS21170		helix-turn-helix transcriptional regulator
I6J55_RS21175		type II toxin-antitoxin system HipA family toxin
I6J55_RS21180		helix-turn-helix domain-containing protein
I6J55_RS21185		type II toxin-antitoxin system HipA family toxin
I6J55_RS21190		hypothetical protein
I6J55_RS21195		hypothetical protein
I6J55_RS21200		hypothetical protein
I6J55_RS21205		hypothetical protein
I6J55_RS21210		DUF2958 domain-containing protein
I6J55_RS21215		tyrosine-type recombinase/integrase
I6J55_RS21220		UpxY family transcription antiterminator
I6J55_RS21225		MraY family glycosyltransferase
I6J55_RS21230		polysaccharide biosynthesis/export family protein
I6J55_RS21235		GumC family protein
I6J55_RS21240		tyrosine-protein phosphatase
I6J55_RS21245		SDR family oxidoreductase
I6J55_RS21250		nucleotide sugar dehydrogenase
I6J55_RS21255		acyltransferase family protein
I6J55_RS21260		lipopolysaccharide biosynthesis protein
I6J55_RS21265		glycosyltransferase
I6J55_RS21270		glycosyltransferase family 4 protein
I6J55_RS21275		glycosyltransferase family 2 protein
I6J55_RS21280		glycosyltransferase family 4 protein
I6J55_RS21285		EpsG family protein
I6J55_RS21290		glycosyltransferase family 2 protein
I6J55_RS21295		acyltransferase
I6J55_RS21300		glycosyltransferase family 4 protein
I6J55_RS21305		sugar phosphate nucleotidyltransferase
I6J55_RS21310		hypothetical protein
I6J55_RS21315		hypothetical protein
I6J55_RS21320		hypothetical protein
I6J55_RS21325		relaxase/mobilization nuclease domain-containing protein
I6J55_RS21330		plasmid mobilization protein
I6J55_RS21335		ParA family protein
I6J55_RS21340		DUF3408 domain-containing protein
I6J55_RS21345		hypothetical protein
I6J55_RS21350		Crp/Fnr family transcriptional regulator
I6J55_RS21355		conjugal transfer protein TraO
I6J55_RS21360		hypothetical protein
I6J55_RS21365		hypothetical protein
I6J55_RS21370		hypothetical protein
I6J55_RS21375		hypothetical protein
I6J55_RS21380		TraG family conjugative transposon ATPase
I6J55_RS21385		hypothetical protein
I6J55_RS21390		hypothetical protein
I6J55_RS21395		hypothetical protein
I6J55_RS21400		hypothetical protein
I6J55_RS21405	traM	conjugative transposon protein TraM
I6J55_RS21410		hypothetical protein
I6J55_RS21415		DUF4138 domain-containing protein
I6J55_RS21420		DUF3945 domain-containing protein
I6J55_RS21425		hypothetical protein
I6J55_RS21430		ArdC family protein
I6J55_RS21435		single-stranded DNA-binding protein
I6J55_RS21440		type IV secretory system conjugative DNA transfer family protein
I6J55_RS21445		hypothetical protein
I6J55_RS21450		toprim domain-containing protein
I6J55_RS21455		hypothetical protein
I6J55_RS21460		PcfJ domain-containing protein
I6J55_RS21465		PcfK-like family protein
I6J55_RS21470		hypothetical protein
I6J55_RS21475		single-stranded DNA-binding protein
I6J55_RS21480		hypothetical protein
I6J55_RS21485		type II toxin-antitoxin system HipA family toxin
I6J55_RS21490		helix-turn-helix domain-containing protein
I6J55_RS21495		single-stranded DNA-binding protein
I6J55_RS21500		DUF3990 domain-containing protein
I6J55_RS21505		DUF3791 domain-containing protein
I6J55_RS21510		hypothetical protein
I6J55_RS21515		IS4 family transposase
I6J55_RS21520		SLOG family protein
I6J55_RS21525		phosphoribosyltransferase
I6J55_RS21530		hypothetical protein
I6J55_RS21535		hypothetical protein
I6J55_RS21540		hypothetical protein
I6J55_RS21545		N-6 DNA methylase
I6J55_RS21550		hypothetical protein
I6J55_RS21555		LPD28 domain-containing protein
I6J55_RS22100		hypothetical protein
I6J55_RS21565		hypothetical protein
I6J55_RS21570		hypothetical protein
I6J55_RS21575		hypothetical protein
I6J55_RS21580		hypothetical protein
I6J55_RS21585		HU family DNA-binding protein
I6J55_RS21590		hypothetical protein
I6J55_RS21595		type II toxin-antitoxin system PemK/MazF family toxin
I6J55_RS21600		AbrB/MazE/SpoVT family DNA-binding domain-containing protein
I6J55_RS21605		virulence RhuM family protein
I6J55_RS21610		hypothetical protein
I6J55_RS21615		recombinase family protein
I6J55_RS21620		hypothetical protein
I6J55_RS21625		hypothetical protein
I6J55_RS21630		JAB domain-containing protein
I6J55_RS21635		hypothetical protein
I6J55_RS21640		hypothetical protein
I6J55_RS21855		hypothetical protein
I6J55_RS21840		transposase
I6J55_RS21840		transposase
C7Y58_RS00010	mreC	rod shape-determining protein MreC
C7Y58_RS00015		MFS transporter
C7Y58_RS00020		DMT family transporter
C7Y58_RS00025	cbpF	CEACAM-binding trimeric autotransporter adhesin CbpF
C7Y58_RS00030		ABC transporter ATP-binding protein
C7Y58_RS00035		ATP-binding cassette domain-containing protein
C7Y58_RS00040		ABC transporter permease
C7Y58_RS00045		ABC transporter permease
C7Y58_RS00050	nikA	nickel ABC transporter substrate-binding protein
C7Y58_RS00055	ribH	6,7-dimethyl-8-ribityllumazine synthase
C7Y58_RS00060	ribD	bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD
C7Y58_RS00065	ribE	riboflavin synthase
C7Y58_RS00070		bifunctional 3,4-dihydroxy-2-butanone-4-phosphate synthase/GTP cyclohydrolase II
C7Y58_RS00080		IS1182-like element ISFnu1 family transposase
C7Y58_RS00085		toxin-antitoxin system YwqK family antitoxin
C7Y58_RS10825		phosphatidylinositol-4-phosphate 5-kinase
C7Y58_RS00095		toxin-antitoxin system YwqK family antitoxin
C7Y58_RS00100		toxin-antitoxin system YwqK family antitoxin
C7Y58_RS00105		hypothetical protein
C7Y58_RS00110	leuS	leucine--tRNA ligase
C7Y58_RS00115		sigma-70 family RNA polymerase sigma factor
